file,angl,bound,edg,evo,generat,goal,key,lane,network,node,option,parentag,path,piv,pivot,prop,reachabl,roadtyp,root,score,seg,start,step,straight,safety
test_safe_1001.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1003.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_101.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1011.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1013.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1017.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1019.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1021.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1027.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1029.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1031.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1037.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1039.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1043.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1045.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1047.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1051.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1053.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1055.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1057.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1059.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1061.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1063.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1065.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_107.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1071.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1073.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1075.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1077.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1079.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1085.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1089.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_109.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1091.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1097.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1099.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_11.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1101.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1103.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1105.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1107.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1119.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1123.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1127.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1129.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_113.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1131.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1133.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1139.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1141.json,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
test_safe_1143.json,0,0,0,0,0.866056878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
